WORD	EXPRESSED_MORAL
journalist	0.9007425834424794
nearby	-1.0189753980375826
girl	-0.5839548292569816
expression	1.0974753396585584
proposal	-0.5329997693188488
chart	-0.6860613492899574
chain	-1.2146308356896045
notably	-0.5874339316505939
hire	0.8796942488988861
uniform	-0.5870783226564527
ministry	-0.5150598399341106
truth	0.6607582243159413
roosevelt	0.5521901114843786
jurisdiction	-1.2873105793260038
civilian	-0.5335191451013088
significantly	-0.7708955775015056
schedule	-0.8048663432127796
memory	-0.8069127844646573
legislature	-0.9774234709329904
hitler	0.6246945968596265
palace	-1.2896893215220189
arts	0.6078991424292326
garden	-0.6385946150985546
debt	-0.8454133427003399
warm	0.5446499711833894
influential	0.6795489643700421
closely	-0.5423078611493111
silver	-0.7938302555121481
regime	-1.0090778947342187
morning	-0.5120199760422111
mine	-1.2921154504292645
card	-0.5656399752479047
description	0.5281319956993684
memorial	-0.5862311464734375
wilson	0.5139044709503651
restore	-0.7090663058916107
activist	0.6896131006360521
newly	-0.7240455532446504
philosopher	0.7834910806268454
rural	-0.8554281368851662
castle	-1.7157272676704451
polish	-0.5181357888504863
agricultural	-1.0463461665203797
agriculture	-0.7392596486024559
cabinet	-0.5102887077955529
exercise	0.711310523096472
boundary	-1.458295806311071
widespread	-0.5448133747559041
floor	-0.5536201907088979
platform	-0.6181422605295666
collapse	-0.5410184785141611
prisoner	-0.5831760680302978
item	-0.924756082240492
yellow	0.5632673141954001
railroad	-1.3718105055158958
ceremony	-0.838649231242016
infantry	-1.028663451783359
export	-1.1277273434679955
consumer	0.5157982278615236
nominate	1.0684321536682546
lincoln	0.7634926373139024
korean	-0.6011692724423483
equipment	-0.8266219177749008
easy	0.7892039155121893
yard	-1.0779247065074742
mental	0.5501969000324607
steel	-0.5761517174541949
priest	-0.6231185691431165
fair	1.1888824850320816
heritage	-1.5562953494954854
edge	-0.5241939266561529
layer	-0.503543738333974
nazi	0.5153105395147577
delay	0.626106642652303
vessel	-1.2797844887245446
women	-0.5124112188932486
dollar	-1.0231139170937242
beach	-0.705892444588244
portray	0.9465095070190728
radical	1.368632435798645
screen	-0.5062331997323781
canal	-0.9996269678231328
frank	1.7151401358423757
soil	-0.8790012188255787
playoff	-0.6851770714856684
rival	-0.8708764113252982
guide	0.7452776548452675
parish	-1.4051817650906742
hotel	-1.2710441870149225
taxis	-0.6344791008159518
discussion	0.6161704766564071
characterize	0.6919199567637406
rail	-1.0209570364095268
entitle	0.7082699007587507
answer	1.0808050232008102
brigade	-1.2659535498096377
extremely	0.6171139112266246
organisation	-0.6207412506410037
lewis	-0.5137985228793696
progressive	1.2110388925066218
provision	-0.8087839545914903
intellectual	0.89879878051579
session	-0.5262597135733813
external	0.8358491430990398
unknown	0.6092690480872989
sunday	-0.9601701903156936
false	1.2304877508431673
selection	0.7333441665396094
successfully	-0.7654561512172222
bone	-0.920785702764988
extreme	1.0863316294271501
medal	-0.8822368858382106
boat	-0.6046840469352901
flee	-0.8508218649076298
quote	0.7574975478928536
entertainment	0.8576228907331824
carrier	-0.9543986646458508
theater	-1.0120877021108754
franchise	-1.0336951273493469
metropolitan	-0.7380299647338688
bell	-0.5290340884821491
guest	0.5808267253451049
roll	-0.5728414475452155
perceive	0.7012860891409218
gulf	-1.0480061010457575
shop	-0.7715237003285438
path	-0.5869503038120456
duke	-1.1068541733548043
occasion	-0.8705476542236283
storm	-0.7187799988314509
recover	-0.8458927372121252
legacy	-0.5905849903356284
plot	-0.6217564403777942
prohibit	-0.5543008864624426
ruler	-1.2547774461563677
economics	1.9026054991409185
charter	-1.2717166664078832
coal	-0.8966066356515512
rapidly	-0.7037791903130709
expedition	-0.8927468628971837
effectively	-0.7003686454263516
technical	0.5510361180058679
cavalry	-1.0443219919689
christmas	-0.5596970277838409
interpret	0.7075850137043744
employment	0.8944642194546759
tournament	-0.8341958023956977
destruction	-0.6129487939178944
shell	-0.5336421247338876
farmer	-0.8500891602598131
flood	-0.730102320201695
raid	-0.7012353711761534
formula	-0.8601042112568393
cool	0.6297120936214924
bury	-0.6747779273428023
phenomenon	-0.5163427754305303
southeast	-1.0438831723295152
plate	-0.847308152471669
maximum	0.7991842941846699
expose	0.7973865917883813
cathedral	-1.7911432856926697
glass	-0.5619638133794069
imply	0.8825426764960866
error	1.0589386185165497
peninsula	-1.5348860691301525
retreat	-0.5198181662126444
divine	0.5936509806197137
factory	-1.6244002152234316
inhabitant	-0.9511768673546612
parallel	-0.5994600404519588
statue	-0.6748227830976248
pitch	0.6199071769369766
loan	-0.5116796833463013
artillery	-0.5109436484053731
opposite	0.9692647567717358
dominant	-0.729213229031302
hide	-0.5632691178470849
recall	0.5795085704885423
rebel	-0.8991126628243364
safe	0.7262807574588805
moscow	0.6800333424471319
moderate	1.0611152905330528
affiliate	-0.8409122010343708
municipality	-1.6463510418543592
import	-0.8952325353166088
ideal	0.9549992005340756
scheme	-0.791879104450345
infrastructure	-1.182282247580588
harry	-0.978607418597676
hundred	-0.7152820880583022
documentary	0.706216205842793
highway	-1.5880311417859048
script	-0.834653475205414
desert	-0.6230990653857589
painting	-0.9101565517485142
trail	-0.6892148442566395
coastal	-0.6886303118662909
merchant	-0.8992515094578266
reduction	0.829676466062665
corruption	0.5543787803035229
clothe	-0.5200175138015766
neighborhood	-1.5415781401097777
dismiss	1.304681770503521
door	-0.7065251916646957
turkey	-0.8077451723147533
residence	-0.7570298768114299
deposit	-1.4438744029030204
delegate	-0.7885213254194241
format	-0.9376714406535028
pain	0.6305192892032211
crop	-1.0168633373687044
bureau	-0.6889669429510832
opus	0.7898737952345982
correct	1.0891103195026517
improvement	0.5516644874587655
partnership	-0.5893381976056844
restaurant	-1.0880839872115755
satellite	-0.5872998825507239
asset	-1.6871770115685651
regiment	-1.717482278123498
occupation	-0.6397215293254703
gradually	-0.7403634702786803
entity	-0.8237998289987445
evil	1.0303047602064908
comic	0.5678530319128186
trend	-0.9336773846298456
northwest	-0.8837380913319066
vocal	0.5366729609668255
monument	-1.5865371961845085
custom	-1.677699290215969
commonwealth	-0.5220046453177929
explore	0.7447814422193915
tourist	-0.5405315042007715
capable	1.1569437170401216
useful	0.9875869266688824
rebellion	-0.7545707589015365
atheist	1.3024853514507413
plain	-0.9316535263787956
immediate	0.5741542062023655
mineral	-0.9406229606829584
dialect	-1.302706245915033
personnel	-0.5600980808958411
hollywood	1.3725686520338058
reagan	0.5705790508072823
essay	0.6938614626415074
remark	0.9439297989010812
examine	0.5124836293980479
holiday	-1.505977767985314
superior	0.5808559749275446
reader	0.5595161058008671
multi	0.5534189452591818
merge	-0.5412354292930104
curve	0.5002646795473993
miller	-1.0749909613805355
landscape	-0.8436133181676269
edit	0.6750485748052597
manuscript	-1.0007757332059557
battery	-0.5867147565586492
legend	-0.9441150850616395
sufficient	0.7540013196412474
tissue	-0.6589367687702179
pure	0.7105623530223966
possession	-0.7997435657307506
invade	-0.5551540460437536
warren	-0.8881719139171764
explanation	0.6217843623016961
federation	-1.0028862876351925
appropriate	0.7019204907264793
howard	1.0875878506340086
visible	-0.6408004987606546
seize	-0.7273281132802367
folk	-0.8114518399816006
laboratory	-0.9347472279332578
rally	-0.5366964901331812
axis	-0.6520379221765324
outcome	0.8204235825687647
proof	0.5965442205779254
furthermore	0.5466700210236013
statute	-0.5090680150315166
currency	-1.7821921930299143
nixon	0.7534237783402205
marshall	0.6737656844779849
gallery	-0.7823492288589478
psychology	0.5642253789119422
conquest	-0.8752307173563167
domain	-1.228090005926788
philosophical	0.6904936619102955
perfect	1.2316300133243203
refugee	-0.737614139681682
briefly	-0.6463069745805115
absolute	0.8104735547676682
practical	1.106633922783658
neighbor	-1.963074368075468
afghanistan	-0.6136783491820097
discrimination	0.8566689826548101
wine	-0.5120694446377456
sleep	0.6547366436570883
celebration	-1.1124868784099815
conquer	-0.930229666060768
customer	-0.7334184482460842
window	-0.7382056638598442
administer	-0.5879561647307128
merely	0.7073652595281601
gross	-0.8168630542786559
dangerous	1.466092181392014
giant	-0.5751231648027897
elite	-0.8466317011043429
clark	-0.808749578660354
doubt	0.5409462125971913
wolf	-0.8854156630113721
anglo	-0.7865971546852961
annually	-0.5927875006709655
siege	-1.0370353873004206
diverse	0.5133671606890857
educate	0.5899672796949744
consecutive	-0.9788725275429896
childhood	-0.5928247161209583
ambassador	-0.6349661685526371
tropical	-0.5554075222462416
shore	-1.113336544833146
gate	-1.2677902672439814
bias	0.9606198727851734
turkish	-0.5386409959755838
lecture	0.6072456194087863
depth	0.6024767711642198
downtown	-1.4831249682974883
stalin	0.5799667669925839
cash	-0.9594717724248768
impossible	0.5758000342175364
touch	0.5433434031438082
guilty	0.9389894208870828
extra	0.8584185861982405
donate	-0.7555265007540584
manufacturer	-1.352810543961823
therapy	0.7411008919589221
steve	-0.5638411329127848
render	0.6119584031403065
enforce	-0.5379777461057529
southwest	-1.0454340861178937
psychological	0.9052939796820284
economist	0.5740398544585332
blame	0.5098430807702243
margin	-0.7853745413303841
victoria	1.5707166461506858
variant	-0.644117446267046
descendant	-0.5954543251427822
civilization	-0.7650358732789755
tunnel	-0.6952453013509512
settler	-0.8589008632116021
compromise	0.5399512934091035
buddhist	-0.6157201055902988
homosexual	1.1741254720836878
referendum	-0.5172914126887918
repair	-0.958001356339082
continent	-1.486428571632132
revolt	-0.7108177782502025
basin	-1.3641628448676784
northeast	-0.9491636495295096
borough	-1.3521865942675504
journey	-0.6388679817318916
scandal	-0.5328188204730395
cemetery	-2.4868607753887773
probability	0.5580163593403995
grain	-1.1884030733053803
wake	-0.6063755401410162
benjamin	0.5006648628041148
separation	0.770539750228636
mill	-1.2097585254814476
ancestor	-0.8714559176005423
militia	-1.0261224289424715
enact	-0.9012839754577726
stretch	-1.0368628384312617
faction	-0.909577558748424
nucleus	-1.04434736573603
client	-1.078658634563908
steal	-0.5625650766305625
manhattan	-0.8033489243825898
fraud	1.0296445060521364
allen	0.7564249490242219
throne	-1.1370176268683279
alternate	0.8074843348367722
ordinary	0.5444253478199244
absorb	-0.6495849665952846
reply	1.1392967589999898
soft	0.5988679905422032
coat	-0.8012484420323744
muhammad	0.6961491672263946
adam	0.7585949096246623
mainland	-1.3693989394814707
simon	0.7232289509847759
enhance	0.6739981302525848
denomination	-1.6759076624875888
atheism	1.4680704739876091
belt	-0.5660199582343921
reside	-0.7247681953012943
ahead	0.6297711426159367
cotton	-1.0854823840782046
venue	-0.7379169259220362
ridge	-0.9490931718610228
deem	0.9103201525285841
mandate	-0.80499880714342
provincial	-1.0069806636311114
suburb	-1.5022166781127453
evolutionary	0.5311659583821893
electricity	-0.580427949433215
congregation	-1.5010468172258695
tale	-0.8433421250520041
barack	0.6681137054692954
proclaim	0.7402718068988179
terminal	-0.7078332646196941
hang	-0.5908179641701281
riot	-0.5892453193664551
rebuild	-0.8894431083463132
million	-0.902456594631076
bright	0.5741236575413495
forbid	-0.6764692552387714
behaviour	0.5311122955754399
ritual	-0.664388227974996
missionary	-0.6526568266563118
arena	-1.0068259155377746
induce	0.6399324527010322
funeral	-0.5840524174273014
fresh	0.7981426948681474
mistake	0.8480951024685055
biden	0.873162487288937
calendar	-1.7638143356889486
harm	0.6533189010224305
regardless	1.0469049746170642
dozen	-0.6345024593174458
unusual	0.845895609119907
tooth	-0.5595666705630721
predecessor	-1.2407674626447258
cent	-1.1655301405116916
cattle	-1.0148420014884325
socialism	0.743823210708797
hate	1.1627154038287701
politically	0.7809427135507576
pledge	-0.6420251689851284
sacred	-0.8283465674612671
liberation	0.5625362945720553
wire	-0.7081281407736242
creative	1.4982641926035285
creek	-1.3577393798623234
destination	-0.7643719122279435
khan	-0.7684071927797049
bite	0.893937126849778
consideration	0.5869318757904693
neutral	0.5574142946861684
equality	1.3447680622339249
emotional	1.2485737190581858
apartment	-0.8042581845365929
experimental	0.7936892192010419
inhabit	-0.5894851598422974
corner	-0.643513755640015
adjacent	-0.9649946643039584
flank	-0.8368756312411278
byzantine	-0.7335300436243415
finland	-0.7091277943181922
cave	-1.1296248917642515
wallace	0.7260840535163879
actress	0.5682514943182468
chapel	-1.442193162307376
ward	-1.1764690907439217
summit	-0.6067920187488198
donation	-0.6355073656886816
outbreak	-0.5827143804635853
sculpture	-0.547302738414146
matthew	0.7701329318806529
criticise	0.8751032422296703
artistic	0.8554355092346668
slowly	-0.5023714206181467
territorial	-0.8193451742990874
efficiency	0.9968375782482326
crystal	-0.5670150024816394
shakespeare	1.0058409334160388
invest	-0.8504537266126135
orient	0.7539788652211428
barrier	-0.5236444720067084
membrane	-0.864462255500257
romantic	0.7942480971105397
horn	-0.5133775467984378
venture	-0.6060022794408724
restoration	-0.5914557911455631
copper	-0.808144511654973
lion	-0.5727368770167232
reward	0.704851649235934
triple	-1.0172194838523865
clinical	0.5878138989210129
tobacco	-0.7002561641857028
treasury	-2.0901346066966653
opera	-0.6235869980882853
remainder	-0.7702375973749441
caribbean	-0.8102224499452859
succession	-0.7561649595154449
entrance	-0.7137817461043596
accurate	0.8464591650408693
aftermath	-0.8931468522641808
hurricane	-0.5662912388797849
monarchy	-1.1095828898251057
teaching	-0.6180868032388389
theoretical	0.6852002741652541
decree	-0.6696629521902651
twitter	0.9104339260375128
strain	-0.6941550791962072
signature	-0.6483270391581755
assessment	0.6886487726878839
sweep	-0.6200774931348859
tomb	-1.6019282024353745
globe	-0.5189831617753953
dish	-0.8315723147243261
buddhism	0.6589464652352035
inspiration	0.7764844461344182
literally	0.6044571595266461
seattle	0.5183131248923019
dynamic	1.3068088339641688
overseas	-0.6767831789329648
situate	-0.5792466974453419
collective	0.550406105350703
potentially	0.6394314324716106
earl	-0.6161690978333354
predominantly	-0.8270279723219573
artificial	1.266096840845421
grave	-0.8394550140947104
alaska	-0.5877384124323726
efficient	1.3509140860987827
nato	-0.5457644001580775
distinctive	-0.601098420098424
archaeological	-0.5648181415162981
mosque	-1.340657381340861
uncle	-0.8438848718069494
lane	-0.8167113515082747
stability	0.6382410521619022
craft	-0.5554906735196711
random	1.032747181598097
confuse	0.5743700766470283
outline	0.6089979964308441
intense	0.7202348280698061
monastery	-2.0158642996102567
landmark	-0.9834302235394716
grace	0.6534878794336691
sand	-0.6167138385935687
ultimate	1.0858580686617645
embrace	0.5281160739250481
legally	-0.8548164675012231
grandfather	-0.8058725111186504
feminist	1.1271392763592305
pole	-0.9567242201010232
inherit	-0.6380109726451337
commemorate	-0.7574107481632382
cognitive	1.0469758072867992
inscription	-1.0028578494966496
battalion	-1.5002183518372476
sovereign	-0.6014810912311077
migrant	-0.5731185220647603
emotion	1.0029073804616928
clock	-1.0446190041257069
migrate	-0.5811684741638601
retail	-0.5233809381024912
monarch	-1.4269716059789062
rose	-0.724946275819093
galaxy	-0.7048872391605983
isotope	-0.5362429586239159
borrow	-0.6077668920625001
suitable	0.8541611258406192
amateur	0.7744638477452099
dialogue	0.784835884347558
erect	-0.6714963559061289
pool	-0.5450176987797022
vowel	-0.8506277669221163
obligation	-0.7069671917706728
canon	-1.2963556873146445
earthquake	-0.5184658287325874
monk	-1.1127856667153535
cardinal	-0.5219800448976457
naturally	0.506540497764945
harvest	-1.07993235666072
happy	0.8595168214524165
denounce	0.7526646526239347
birthday	-0.5416878119576722
provider	-0.9046905967406929
cousin	-1.030178798828274
argentina	0.6309198113158345
react	0.9413655430544168
roof	-0.8855609080055729
awareness	0.6055009206756949
armenian	-0.9091733386740088
squadron	-1.076466039288789
instrumental	0.6845886879600585
fortune	-1.0992240123450756
plantation	-1.6978207044303415
greater	1.6025035155471414
